ACFT_ID,Profile_ID,Stage Length,Step Number,Step Type,Thrust Rating,Flap_ID,End Point Altitude (ft),Rate Of Climb (ft/min),End Point CAS (kt),Accel Percentage (%)
7879,ICAO_A,M,3,Climb,MaxClimb,T_05U,3000,,,
7879,ICAO_A,M,4,Accelerate,MaxClimb,T_01,,1108.0,238.0,55
7879,ICAO_A,M,5,Accelerate,MaxClimb,T_00,,1251.0,258.0,55
7879,ICAO_A,M,6,Climb,MaxClimb,T_00,4500,,,
7879,ICAO_A,M,7,Climb,MaxClimb,T_00,5500,,,
7879,ICAO_A,M,8,Climb,MaxClimb,T_00,7500,,,
7879,ICAO_A,M,9,Climb,MaxClimb,T_00,10000,,,
7879,ICAO_B,1,1,Takeoff,MaxTakeoff,T_05,,,,
7879,ICAO_B,1,2,Climb,MaxTakeoff,T_05U,1000,,,
7879,ICAO_B,1,3,Accelerate,MaxTakeoff,T_01,,2184.0,203.0,55
7879,ICAO_B,1,4,Accelerate,MaxTakeoff,T_01,,2366.0,225.0,55
7879,ICAO_B,1,5,Climb,MaxClimb,T_00,3000,,,
7879,ICAO_B,1,6,Accelerate,MaxClimb,T_00,,1864.0,250.0,60
7879,ICAO_B,1,7,Climb,MaxClimb,T_00,5500,,,
7879,ICAO_B,1,8,Climb,MaxClimb,T_00,7500,,,
7879,ICAO_B,1,9,Climb,MaxClimb,T_00,10000,,,
7879,ICAO_B,2,1,Takeoff,MaxTakeoff,T_05,,,,
7879,ICAO_B,2,2,Climb,MaxTakeoff,T_05U,1000,,,
7879,ICAO_B,2,3,Accelerate,MaxTakeoff,T_01,,2137.0,205.0,55
7879,ICAO_B,2,4,Accelerate,MaxTakeoff,T_01,,2309.0,227.0,55
7879,ICAO_B,2,5,Climb,MaxClimb,T_00,3000,,,
7879,ICAO_B,2,6,Accelerate,MaxClimb,T_00,,1809.0,250.0,60
7879,ICAO_B,2,7,Climb,MaxClimb,T_00,5500,,,
7879,ICAO_B,2,8,Climb,MaxClimb,T_00,7500,,,
7879,ICAO_B,2,9,Climb,MaxClimb,T_00,10000,,,
7879,ICAO_B,3,1,Takeoff,MaxTakeoff,T_05,,,,
7879,ICAO_B,3,2,Climb,MaxTakeoff,T_05U,1000,,,
